Order_ID,Customer_ID,Customer_Name,Age,Gender,c,Category,Sales,Order_Date
198,1863,Customer_198,34,Female,Islamabad,Grocery,78156,2022-01-09 05:00:00
199,1742,Customer_199,29,Female,Quetta,Electronics,30783,2022-01-09 06:00:00
200,2264,Customer_200,41,Male,Quetta,Furniture,51408,2022-01-09 07:00:00
201,1563,Customer_201,46,Male,Peshawar,Clothing,8318,2022-01-09 08:00:00
202,2020,Customer_202,60,Male,Quetta,Clothing,71155,2022-01-09 09:00:00
203,1095,Customer_203,42,Male,Karachi,Electronics,31079,2022-01-09 10:00:00
204,2923,Customer_204,53,Male,Karachi,Furniture,55678,2022-01-09 11:00:00
205,2757,Customer_205,43,Female,Karachi,Furniture,58084,2022-01-09 12:00:00
206,1484,Customer_206,55,Male,Lahore,Furniture,65520,2022-01-09 13:00:00
207,2430,Customer_207,18,Female,Quetta,Clothing,1475,2022-01-09 14:00:00
208,1230,Customer_208,37,Male,Karachi,Furniture,63979,2022-01-09 15:00:00
209,1748,Customer_209,45,Male,Peshawar,Furniture,16765,2022-01-09 16:00:00
210,2678,Customer_210,33,Male,Lahore,Electronics,64018,2022-01-09 17:00:00
211,2194,Customer_211,64,Female,Peshawar,Grocery,4818,2022-01-09 18:00:00
212,1540,Customer_212,34,Male,Quetta,Furniture,35581,2022-01-09 19:00:00
213,2059,Customer_213,57,Female,Islamabad,Electronics,59149,2022-01-09 20:00:00
214,1524,Customer_214,45,Female,Peshawar,Electronics,43569,2022-01-09 21:00:00
215,2183,Customer_215,29,Female,Islamabad,Furniture,79170,2022-01-09 22:00:00
216,2862,Customer_216,44,Male,Lahore,Grocery,76877,2022-01-09 23:00:00
217,2722,Customer_217,59,Female,Peshawar,Clothing,12927,2022-01-10 00:00:00
218,2266,Customer_218,64,Male,Peshawar,Grocery,40751,2022-01-10 01:00:00
219,2109,Customer_219,47,Female,Lahore,Furniture,25665,2022-01-10 02:00:00
220,2819,Customer_220,58,Male,Lahore,Grocery,67785,2022-01-10 03:00:00
221,1577,Customer_221,51,Female,Karachi,Electronics,65427,2022-01-10 04:00:00
222,1681,Customer_222,54,Male,Quetta,Electronics,73670,2022-01-10 05:00:00
223,1556,Customer_223,23,Male,Peshawar,Grocery,76650,2022-01-10 06:00:00
224,2597,Customer_224,24,Male,Peshawar,Clothing,25366,2022-01-10 07:00:00
225,2976,Customer_225,49,Female,Lahore,Grocery,10782,2022-01-10 08:00:00
226,2012,Customer_226,49,Female,Lahore,Furniture,20819,2022-01-10 09:00:00
227,1645,Customer_227,42,Male,Quetta,Clothing,37226,2022-01-10 10:00:00
228,1795,Customer_228,50,Female,Lahore,Grocery,15912,2022-01-10 11:00:00
229,2051,Customer_229,24,Female,Islamabad,Grocery,74086,2022-01-10 12:00:00
230,2643,Customer_230,29,Female,Islamabad,Clothing,25083,2022-01-10 13:00:00
231,2579,Customer_231,33,Female,Islamabad,Grocery,62422,2022-01-10 14:00:00
232,2363,Customer_232,33,Female,Islamabad,Furniture,6685,2022-01-10 15:00:00
233,2821,Customer_233,60,Female,Quetta,Electronics,56889,2022-01-10 16:00:00
234,2981,Customer_234,53,Female,Peshawar,Furniture,17923,2022-01-10 17:00:00
235,2354,Customer_235,30,Male,Islamabad,Grocery,51768,2022-01-10 18:00:00
236,2663,Customer_236,24,Male,Lahore,Electronics,42144,2022-01-10 19:00:00
237,2529,Customer_237,53,Female,Islamabad,Clothing,37286,2022-01-10 20:00:00
238,2371,Customer_238,64,Male,Quetta,Furniture,76025,2022-01-10 21:00:00
239,2496,Customer_239,26,Male,Lahore,Clothing,30977,2022-01-10 22:00:00
240,2254,Customer_240,49,Male,Islamabad,Electronics,4071,2022-01-10 23:00:00
241,1189,Customer_241,28,Female,Peshawar,Grocery,20076,2022-01-11 00:00:00
242,2248,Customer_242,25,Female,Lahore,Electronics,63203,2022-01-11 01:00:00
243,2408,Customer_243,50,Female,Lahore,Electronics,10180,2022-01-11 02:00:00
244,2400,Customer_244,40,Female,Peshawar,Clothing,26206,2022-01-11 03:00:00
245,2306,Customer_245,42,Female,Lahore,Furniture,65027,2022-01-11 04:00:00
246,2981,Customer_246,25,Male,Islamabad,Electronics,71065,2022-01-11 05:00:00
247,1632,Customer_247,62,Female,Lahore,Grocery,48936,2022-01-11 06:00:00
248,1627,Customer_248,39,Male,Islamabad,Electronics,3274,2022-01-11 07:00:00
249,1972,Customer_249,21,Female,Peshawar,Clothing,17472,2022-01-11 08:00:00
250,2768,Customer_250,57,Male,Karachi,Furniture,14548,2022-01-11 09:00:00
251,2282,Customer_251,20,Female,Peshawar,Grocery,77180,2022-01-11 10:00:00
252,2382,Customer_252,46,Female,Islamabad,Clothing,58102,2022-01-11 11:00:00
253,1709,Customer_253,58,Female,Quetta,Electronics,66903,2022-01-11 12:00:00
254,2479,Customer_254,46,Female,Peshawar,Electronics,27682,2022-01-11 13:00:00
255,2434,Customer_255,51,Female,Quetta,Furniture,77873,2022-01-11 14:00:00
256,1648,Customer_256,51,Female,Quetta,Clothing,47559,2022-01-11 15:00:00
257,1317,Customer_257,45,Male,Islamabad,Clothing,9287,2022-01-11 16:00:00
258,2700,Customer_258,30,Female,Islamabad,Furniture,893,2022-01-11 17:00:00
259,2248,Customer_259,32,Male,Karachi,Grocery,62275,2022-01-11 18:00:00
260,2842,Customer_260,40,Female,Lahore,Clothing,59954,2022-01-11 19:00:00
261,2257,Customer_261,61,Male,Peshawar,Furniture,12556,2022-01-11 20:00:00
262,1683,Customer_262,43,Male,Islamabad,Clothing,61983,2022-01-11 21:00:00
263,1663,Customer_263,21,Male,Peshawar,Furniture,45457,2022-01-11 22:00:00
264,2998,Customer_264,43,Male,Quetta,Electronics,28929,2022-01-11 23:00:00
265,2850,Customer_265,57,Male,Lahore,Electronics,46409,2022-01-12 00:00:00
266,2397,Customer_266,26,Male,Karachi,Clothing,53406,2022-01-12 01:00:00
267,2695,Customer_267,22,Female,Peshawar,Clothing,44889,2022-01-12 02:00:00
268,2631,Customer_268,49,Male,Lahore,Electronics,21405,2022-01-12 03:00:00
269,2495,Customer_269,37,Female,Karachi,Grocery,54230,2022-01-12 04:00:00
270,2256,Customer_270,28,Female,Peshawar,Furniture,58057,2022-01-12 05:00:00
271,2715,Customer_271,32,Male,Lahore,Grocery,66699,2022-01-12 06:00:00
272,2136,Customer_272,49,Male,Islamabad,Grocery,47801,2022-01-12 07:00:00
273,2853,Customer_273,45,Female,Peshawar,Grocery,47759,2022-01-12 08:00:00
274,2520,Customer_274,39,Male,Lahore,Electronics,75301,2022-01-12 09:00:00
275,1441,Customer_275,58,Male,Karachi,Clothing,5074,2022-01-12 10:00:00
276,1563,Customer_276,34,Male,Lahore,Grocery,57276,2022-01-12 11:00:00
277,2291,Customer_277,43,Male,Islamabad,Electronics,25237,2022-01-12 12:00:00
278,2533,Customer_278,61,Male,Peshawar,Furniture,23890,2022-01-12 13:00:00
279,2830,Customer_279,24,Male,Peshawar,Clothing,52830,2022-01-12 14:00:00
280,2409,Customer_280,59,Male,Peshawar,Furniture,71582,2022-01-12 15:00:00
281,2410,Customer_281,43,Female,Islamabad,Grocery,54142,2022-01-12 16:00:00
282,2136,Customer_282,42,Male,Karachi,Clothing,21780,2022-01-12 17:00:00
283,2636,Customer_283,27,Female,Peshawar,Grocery,21537,2022-01-12 18:00:00
284,2648,Customer_284,62,Female,Karachi,Clothing,41076,2022-01-12 19:00:00
285,1951,Customer_285,36,Female,Lahore,Grocery,29064,2022-01-12 20:00:00
286,2104,Customer_286,28,Female,Karachi,Furniture,28587,2022-01-12 21:00:00
287,1698,Customer_287,30,Male,Karachi,Furniture,76713,2022-01-12 22:00:00
288,1112,Customer_288,25,Female,Peshawar,Grocery,13303,2022-01-12 23:00:00
289,1001,Customer_289,57,Female,Quetta,Clothing,46502,2022-01-13 00:00:00
290,1641,Customer_290,21,Female,Quetta,Furniture,67261,2022-01-13 01:00:00
291,1219,Customer_291,64,Female,Islamabad,Clothing,71810,2022-01-13 02:00:00
292,2589,Customer_292,48,Female,Islamabad,Clothing,79079,2022-01-13 03:00:00
293,1854,Customer_293,45,Male,Quetta,Furniture,16663,2022-01-13 04:00:00
294,2759,Customer_294,28,Male,Lahore,Electronics,68880,2022-01-13 05:00:00
295,2248,Customer_295,60,Female,Peshawar,Electronics,73383,2022-01-13 06:00:00
296,1384,Customer_296,18,Male,Peshawar,Clothing,52385,2022-01-13 07:00:00
297,2426,Customer_297,64,Male,Lahore,Furniture,37264,2022-01-13 08:00:00
298,2661,Customer_298,55,Female,Lahore,Electronics,62626,2022-01-13 09:00:00
299,2153,Customer_299,41,Female,Quetta,Grocery,67724,2022-01-13 10:00:00
300,2076,Customer_300,64,Female,Islamabad,Clothing,47555,2022-01-13 11:00:00
301,2707,Customer_301,48,Male,Lahore,Electronics,52099,2022-01-13 12:00:00
302,1729,Customer_302,58,Female,Islamabad,Furniture,78540,2022-01-13 13:00:00
303,2695,Customer_303,63,Male,Karachi,Furniture,40220,2022-01-13 14:00:00
304,2733,Customer_304,43,Male,Peshawar,Clothing,44984,2022-01-13 15:00:00
305,2439,Customer_305,22,Male,Quetta,Furniture,39352,2022-01-13 16:00:00
306,1246,Customer_306,37,Female,Peshawar,Grocery,13719,2022-01-13 17:00:00
307,1835,Customer_307,58,Male,Quetta,Grocery,49365,2022-01-13 18:00:00
308,2462,Customer_308,28,Female,Karachi,Electronics,54957,2022-01-13 19:00:00
309,1202,Customer_309,50,Female,Peshawar,Furniture,37317,2022-01-13 20:00:00
310,2207,Customer_310,55,Female,Karachi,Grocery,69493,2022-01-13 21:00:00
311,1122,Customer_311,44,Female,Quetta,Clothing,52880,2022-01-13 22:00:00
312,1400,Customer_312,51,Female,Lahore,Furniture,50900,2022-01-13 23:00:00
313,1766,Customer_313,32,Male,Peshawar,Electronics,36758,2022-01-14 00:00:00
314,1293,Customer_314,49,Male,Karachi,Clothing,49457,2022-01-14 01:00:00
315,1279,Customer_315,38,Male,Peshawar,Clothing,18781,2022-01-14 02:00:00
316,2860,Customer_316,63,Male,Peshawar,Clothing,77764,2022-01-14 03:00:00
317,1883,Customer_317,22,Male,Peshawar,Grocery,51831,2022-01-14 04:00:00
318,2633,Customer_318,23,Female,Islamabad,Clothing,46180,2022-01-14 05:00:00
319,1197,Customer_319,55,Female,Karachi,Grocery,39223,2022-01-14 06:00:00
320,1981,Customer_320,39,Male,Karachi,Clothing,10662,2022-01-14 07:00:00
321,2930,Customer_321,35,Male,Peshawar,Grocery,51595,2022-01-14 08:00:00
322,2534,Customer_322,31,Male,Lahore,Furniture,11838,2022-01-14 09:00:00
323,1751,Customer_323,27,Female,Peshawar,Grocery,12175,2022-01-14 10:00:00
324,1143,Customer_324,63,Female,Islamabad,Grocery,20580,2022-01-14 11:00:00
325,1608,Customer_325,30,Female,Quetta,Furniture,14436,2022-01-14 12:00:00
326,2224,Customer_326,48,Male,Islamabad,Clothing,10519,2022-01-14 13:00:00
327,2147,Customer_327,47,Male,Lahore,Furniture,67782,2022-01-14 14:00:00
328,1186,Customer_328,20,Male,Peshawar,Clothing,50181,2022-01-14 15:00:00
